"module_code","group_code","semester_code","week","date","start","end","location_code","teaching_mode"
"YID2208","E1","AY2021-1",4,2020-09-03,"16:00","17:30","Y-TCTLT","REMOTE"
"YID2208","E1","AY2021-1",5,2020-09-10,"16:00","17:30","Y-TCTLT","REMOTE"
"YID2208","E1","AY2021-1",6,2020-09-17,"16:00","17:30","Y-TCTLT","REMOTE"
"YID2208","E1","AY2021-1",8,2020-10-01,"16:00","17:30","Y-TCTLT","REMOTE"
"YID2208","E1","AY2021-1",9,2020-10-08,"16:00","17:30","Y-TCTLT","REMOTE"
"YID2208","E1","AY2021-1",10,2020-10-15,"16:00","17:30","Y-TCTLT","REMOTE"
"YID2208","E1","AY2021-1",11,2020-10-22,"16:00","17:30","Y-TCTLT","REMOTE"
"YID2208","E1","AY2021-1",12,2020-10-29,"16:00","17:30","Y-TCTLT","REMOTE"
"YID2208","E1","AY2021-1",13,2020-11-05,"16:00","17:30","Y-TCTLT","REMOTE"
"YID2208","E1","AY2021-1",14,2020-11-12,"16:00","17:30","Y-TCTLT","REMOTE"
"YID3220","E1","AY2021-1",1,2020-08-10,"13:00","14:30","Y-CR16","REMOTE"
"YID3220","E1","AY2021-1",2,2020-08-17,"13:00","14:30","Y-CR16","REMOTE"
"YID3220","E1","AY2021-1",3,2020-08-24,"13:00","14:30","Y-CR16","REMOTE"
"YID3220","E1","AY2021-1",4,2020-08-31,"13:00","14:30","Y-CR16","REMOTE"
"YID3220","E1","AY2021-1",5,2020-09-07,"13:00","14:30","Y-CR16","REMOTE"
"YID3220","E1","AY2021-1",6,2020-09-14,"13:00","14:30","Y-CR16","REMOTE"
"YID3220","E1","AY2021-1",8,2020-09-28,"13:00","14:30","Y-CR16","REMOTE"
"YID3220","E1","AY2021-1",9,2020-10-05,"13:00","14:30","Y-CR16","REMOTE"
"YID3220","E1","AY2021-1",10,2020-10-12,"13:00","14:30","Y-CR16","REMOTE"
"YID3220","E1","AY2021-1",11,2020-10-19,"13:00","14:30","Y-CR16","REMOTE"
"YID3220","E1","AY2021-1",12,2020-10-26,"13:00","14:30","Y-CR16","REMOTE"
"YID3220","E1","AY2021-1",13,2020-11-02,"13:00","14:30","Y-CR16","REMOTE"
"YID3220","E1","AY2021-1",14,2020-11-09,"13:00","14:30","Y-CR16","REMOTE"
"YSC1216","E1","AY2021-1",1,2020-08-14,"16:00","18:00","Y-TCTLT","F2F"
"YSC1216","E1","AY2021-1",2,2020-08-21,"16:00","18:00","Y-TCTLT","F2F"
"YSC1216","E1","AY2021-1",3,2020-08-28,"16:00","18:00","Y-TCTLT","F2F"
"YSC1216","E1","AY2021-1",4,2020-09-04,"16:00","18:00","Y-TCTLT","F2F"
"YSC1216","E1","AY2021-1",5,2020-09-11,"16:00","18:00","Y-TCTLT","F2F"
