"module_code","group_code","semester_code","weeks","day","start","end","location_code","teaching_mode"
"YCC1122","EL12","AY2021-1","1-6, 8-14",1,"16:00","18:00","Y-GLRm1","F2F"
"YCC1122","EL12","AY2021-1","1-6, 8-14",4,"16:00","18:00","Y-GLRm1","F2F"
"YCC1121","L9","AY2021-1","1-6, 8-14",5,"16:00","17:30","Y-CR17","F2F"
"YCC1121","L2","AY2021-1","1-6, 8-14",2,"10:30","12:00","UTSRC-LT53","F2F"
"YCC1121","L9","AY2021-1","1-6, 8-14",2,"16:00","17:30","Y-CR17","F2F"
"YID1201","E1","AY2021-1","1-6, 8-14",4,"14:30","16:00","Y-TCTLT","F2F"
"YCC1121","L2","AY2021-1","1-6, 8-14",5,"10:30","12:00","UTSRC-LT53","F2F"
"YID1201","E1","AY2021-1","1-6, 8-14",6,"14:30","16:00","Y-TCTLT","F2F"
"YSS2242","E2","AY2021-1","1-6, 8-14",4,"9:00","10:30","Y-PgRm1","F2F"
"YCC1122","EL11","AY2021-1","1-6, 8-14",1,"16:00","18:00","Y-CR17","F2F"
"YCC1122","EL11","AY2021-1","1-6, 8-14",4,"16:00","18:00","Y-CR17","F2F"
"YSS2242","E2","AY2021-1","1-6, 8-14",1,"9:00","10:30","Y-PgRm1","F2F"
"YLL2201","E1","AY2021-1","1-6, 8-14",2,"16:00","17:30","Y-CR7","F2F"
"YLL2201","E1","AY2021-1","1-6, 8-14",5,"16:00","17:30","Y-CR7","F2F"
"YLL2201","E1","AY2021-1","1-6, 8-14",3,"16:30","17:30","Y-CR7","F2F"
"YHU3268","E1","AY2021-1","1-6, 8-14",1,"13:00","14:30",NA,"REMOTE"
"YHU3268","E1","AY2021-1","1-6, 8-14",4,"13:00","14:30",NA,"REMOTE"
"YSC4211C","E1","AY2021-1","1-6, 8-14",3,"9:00","12:00","Y-CR3","F2F"
"YID3219","E1","AY2021-1","1-6, 8-14",5,"14:30","16:00","Y-ELMCL","F2F"
"YID3219","E1","AY2021-1","1-6, 8-14",2,"14:30","16:00","Y-ELMCL","F2F"
"YCC1113","L2","AY2021-1","1-6, 8-14",4,"10:30","12:00",NA,"REMOTE"
"YCC1113","L9","AY2021-1","1-6, 8-14",4,"14:30","16:00",NA,"REMOTE"
"YCC1113","L2","AY2021-1","1-6, 8-14",1,"10:30","12:00",NA,"REMOTE"
"YCC1113","L9","AY2021-1","1-6, 8-14",1,"14:30","16:00",NA,"REMOTE"
"YSC4209","E1","AY2021-1","1-6, 8-14",3,"13:00","14:30","Y-CR16","F2F"
"YSC2233","E1","AY2021-1","1-6, 8-14",2,"14:30","16:00",NA,"REMOTE"
"YSC2233","E1","AY2021-1","1-6, 8-14",5,"14:30","16:00",NA,"REMOTE"
"YSC3215","E1","AY2021-1","1-6, 8-14",2,"13:00","14:30",NA,"REMOTE"
"YSC3215","E1","AY2021-1","1-6, 8-14",5,"13:00","14:30",NA,"REMOTE"
"YCC1111","L11","AY2021-1","1-6, 8-14",6,"14:30","16:00","Y-CR15","F2F"
"YHU4253","E1","AY2021-1","1-6, 8-14",6,"9:00","12:00","Y-ELMCL","F2F"
"YCC1111","L11","AY2021-1","1-6, 8-14",2,"14:30","16:00","Y-CompLab","F2F"
"YHU4238","E1","AY2021-1","1-6, 8-14",2,"9:00","12:00","Y-CompLab","F2F"
"YHU3254","E1","AY2021-1","1-6, 8-14",5,"9:00","12:00","Y-CompLab","F2F"
"YSC3236","E1","AY2021-1","1-6, 8-14",6,"14:30","17:30","Y-CR17","F2F"
"YCC1121","L8","AY2021-1","1-6, 8-14",2,"16:00","17:30","Y-CR15","F2F"
"YCC1121","L6","AY2021-1","1-6, 8-14",5,"10:30","12:00","TP-GLR","F2F"
"YCC1121","L6","AY2021-1","1-6, 8-14",2,"10:30","12:00","Y-GLRm1","F2F"
"YCC1121","L8","AY2021-1","1-6, 8-14",5,"16:00","17:30","Y-CR15","F2F"
"YSS3279","E1","AY2021-1","1-6, 8-14",4,"13:00","16:00",NA,"REMOTE"
"YSS4202","E1","AY2021-1","1-6, 8-14",2,"13:00","16:00",NA,"REMOTE"
"YSC2216","E1","AY2021-1","1-6, 8-14",3,"14:30","15:30","Y-CR18","F2F"
"YSC2216","E1","AY2021-1","1-6, 8-14",1,"14:30","16:00","Y-CR18","F2F"
"YSC3251","E1","AY2021-1","1-6, 8-14",1,"10:30","12:00","Y-CR16","F2F"
"YSC3251","E1","AY2021-1","1-6, 8-14",4,"10:30","12:00","Y-CR16","F2F"
"YSC2216","E1","AY2021-1","1-6, 8-14",4,"14:30","16:00","Y-CR18","F2F"
"YIL1201B","E1","AY2021-1","1-6, 8-14",2,"13:00","14:30",NA,"REMOTE"
"YIL1201B","E1","AY2021-1","1-6, 8-14",5,"13:00","14:30",NA,"REMOTE"
"YIL1201B","E1","AY2021-1","1-6, 8-14",1,"13:00","14:00",NA,"REMOTE"
"YCC1111","L13","AY2021-1","1-6, 8-14",5,"14:30","16:00","Y-CR17","F2F"
"YCC1111","L13","AY2021-1","1-6, 8-14",2,"14:30","16:00","Y-CR17","F2F"
"YSS2234","E1","AY2021-1","1-6, 8-14",1,"18:00","19:30","Y-LT1","F2F"
"YSS2234","E2","AY2021-1","1-6, 8-14",1,"14:30","16:00","NAK-AUD","F2F"
"YSS2234","E1","AY2021-1","1-6, 8-14",4,"18:00","19:30","Y-LT1","F2F"
"YSS2234","E2","AY2021-1","1-6, 8-14",4,"14:30","16:00","NAK-AUD","F2F"
"YCC2121","L12","AY2021-1","1-6, 8-14",3,"13:00","14:30","Y-ELMCL","F2F"
"YCC2121","L4","AY2021-1","1-6, 8-14",3,"10:30","12:00","TP-GLR","F2F"
"YCC2121","L12","AY2021-1","1-6, 8-14",5,"13:00","14:30","Y-ELMCL","F2F"
"YCC2121","L4","AY2021-1","1-6, 8-14",5,"10:30","12:00","Y-PerfHall","F2F"
"YSS4101","E1","AY2021-1","1-6, 8-14",3,"12:30","15:30","Y-LT1","F2F"
"YSS4223","E1","AY2021-1","1-6, 8-14",3,"9:00","12:00","Y-CompLab","F2F"
"YSC4216","E1","AY2021-1","1-6, 8-14",4,"9:00","10:30","Y-PgRm2","F2F"
"YSC4216","E1","AY2021-1","1-6, 8-14",1,"9:00","10:30","Y-PgRm2","F2F"
"YHU2269","E1","AY2021-1","1-6, 8-14",4,"18:00","19:30","Y-ELMCL","F2F"
"YHU2280","E1","AY2021-1","1-6, 8-14",1,"10:30","12:00","ERC-ALR","F2F"
"YHU2269","E1","AY2021-1","1-6, 8-14",1,"18:00","19:30","Y-ELMCL","F2F"
"YHU2280","E1","AY2021-1","1-6, 8-14",4,"10:30","12:00","ERC-ALR","F2F"
"YCC2121","L9","AY2021-1","1-6, 8-14",5,"18:00","19:30","Y-CompLab","F2F"
"YCC2121","L2","AY2021-1","1-6, 8-14",5,"10:30","12:00","Y-CR15","F2F"
"YCC2121","L9","AY2021-1","1-6, 8-14",3,"18:00","19:30","Y-CompLab","F2F"
"YCC2121","L2","AY2021-1","1-6, 8-14",3,"10:30","12:00","Y-CR15","F2F"
"YHU2270","E1","AY2021-1","1-6, 8-14",2,"13:00","14:30","Y-LT1","F2F"
"YCC2121","L7","AY2021-1","1-6, 8-14",5,"10:30","12:00","Y-LT1","F2F"
"YCC2121","L7","AY2021-1","1-6, 8-14",3,"10:30","12:00","Y-Blackbox","F2F"
"YHU2270","E1","AY2021-1","1-6, 8-14",5,"13:00","14:30","Y-LT1","F2F"
"YCC1113","L13","AY2021-1","1-6, 8-14",4,"14:30","16:00","Y-GLRm1","F2F"
"YCC1113","L5","AY2021-1","1-6, 8-14",4,"10:30","12:00","Y-GLRm1","F2F"
"YCC1113","L13","AY2021-1","1-6, 8-14",1,"14:30","16:00","Y-GLRm1","F2F"
"YCC1113","L5","AY2021-1","1-6, 8-14",1,"10:30","12:00","Y-GLRm1","F2F"
"YCC2137","L11","AY2021-1","1-6, 8-14",4,"18:00","19:30","Y-CR15","F2F"
"YCC2137","L5","AY2021-1","1-6, 8-14",4,"13:00","14:30","Y-LT1","F2F"
"YCC2137","L5","AY2021-1","1-6, 8-14",1,"13:00","14:30","TP-GLR","F2F"
"YCC2137","L11","AY2021-1","1-6, 8-14",1,"18:00","19:30","Y-CR15","F2F"
"YHU3335","E1","AY2021-1","1-6, 8-14",1,"10:30","12:00",NA,"REMOTE"
"YHU2313","E1","AY2021-1","1-6, 8-14",1,"9:00","10:30",NA,"REMOTE"
"YHU2313","E1","AY2021-1","1-6, 8-14",4,"9:00","10:30",NA,"REMOTE"
"YHU3335","E1","AY2021-1","1-6, 8-14",4,"10:30","12:00",NA,"REMOTE"
"YSC2225","E1","AY2021-1","1-6, 8-14",2,"16:00","17:30","Y-CR1","F2F"
"YSC2225","E1","AY2021-1","1-6, 8-14",5,"16:00","17:30","Y-CR1","F2F"
"YSC2225","E1","AY2021-1","1-6, 8-14",4,"13:00","16:00","Y-ChemLab","F2F"
"YCC1111","L1","AY2021-1","1-6, 8-14",5,"13:00","14:30",NA,"REMOTE"
"YCC1111","L8","AY2021-1","1-6, 8-14",2,"19:30","21:00",NA,"REMOTE"
"YCC1111","L1","AY2021-1","1-6, 8-14",2,"9:00","10:30",NA,"REMOTE"
"YCC1111","L8","AY2021-1","1-6, 8-14",5,"19:30","21:00",NA,"REMOTE"
"YCC1122","EL9","AY2021-1","1-6, 8-14",4,"16:00","18:00","UTSRC- LT52","F2F"
"YCC1122","EL2","AY2021-1","1-6, 8-14",4,"12:30","14:30","Y-CR15","F2F"
"YCC1122","EL9","AY2021-1","1-6, 8-14",1,"16:00","18:00","UTSRC- LT52","F2F"
"YCC1122","EL2","AY2021-1","1-6, 8-14",1,"12:30","14:30","Y-CR15","F2F"
"YSS3202","E1","AY2021-1","1-6, 8-14",4,"14:30","16:00","UT-AUD03","F2F"
"YSS2223","E1","AY2021-1","1-6, 8-14",4,"9:00","10:30","Y-CR3","F2F"
"YSS3202","E1","AY2021-1","1-6, 8-14",1,"14:30","16:00","UT-AUD03","F2F"
"YSS2223","E1","AY2021-1","1-6, 8-14",1,"9:00","10:30","Y-CR3","F2F"
"YCC1111","L6","AY2021-1","1-6, 8-14",2,"9:00","10:30","Y-CR17","F2F"
"YCC1111","L6","AY2021-1","1-6, 8-14",5,"13:00","14:30","Y-CR17","F2F"
"YLC1202","E2","AY2021-1","1-6, 8-14",2,"13:00","14:00","Y-PgRm2","F2F"
"YLC3204","E1","AY2021-1","1-6, 8-14",2,"14:30","15:30","Y-CR1","F2F"
"YLC3204","E1","AY2021-1","1-6, 8-14",1,"14:30","16:00","Y-CR1","F2F"
"YLC1202","E2","AY2021-1","1-6, 8-14",4,"13:00","14:00","Y-PgRm2","F2F"
"YLC1202","E2","AY2021-1","1-6, 8-14",5,"13:00","14:00","Y-PgRm2","F2F"
"YLC3204","E1","AY2021-1","1-6, 8-14",4,"14:30","16:00","Y-CR1","F2F"
"YLC1202","E2","AY2021-1","1-6, 8-14",1,"13:00","14:00","Y-PgRm2","F2F"
"YHU4206","E1","AY2021-1","1-6, 8-14",4,"9:00","12:00","TP-GLR","F2F"
"YHU3221","E1","AY2021-1","1-6, 8-14",4,"16:00","17:30","Y-ELMCL","F2F"
"YHU3221","E1","AY2021-1","1-6, 8-14",1,"16:00","17:30","Y-ELMCL","F2F"
"YSS3276","E1","AY2021-1","1-6, 8-14",4,"9:00","11:00",NA,"REMOTE"
"YSS3276","E1","AY2021-1","1-6, 8-14",1,"9:00","11:00",NA,"REMOTE"
"YCC1122","EL6","AY2021-1","1-6, 8-14",1,"12:30","14:30","Y-GLRm1","F2F"
"YSC2232","E1","AY2021-1","1-6, 8-14",5,"14:30","16:00","Y-TCTLT","F2F"
"YSC2232","E1","AY2021-1","1-6, 8-14",3,"14:30","15:30","Y-TCTLT","F2F"
"YSC2232","E1","AY2021-1","1-6, 8-14",2,"14:30","16:00","Y-TCTLT","F2F"
"YCC1122","EL6","AY2021-1","1-6, 8-14",4,"12:30","14:30","Y-GLRm1","F2F"
"YHU3216","E1","AY2021-1","1-6, 8-14",3,"9:00","12:00","Y-Studio2","F2F"
"YSS3231","E2","AY2021-1","1-6, 8-14",4,"14:30","16:00","Y-ELMCL","F2F"
"YSS3246","E1","AY2021-1","1-6, 8-14",2,"13:00","14:30","Y-GLRm1","F2F"
"YSS3246","E1","AY2021-1","1-6, 8-14",5,"13:00","14:30","Y-GLRm1","F2F"
"YSS3231","E1","AY2021-1","1-6, 8-14",5,"16:00","17:30","ERC-ALR","F2F"
"YSS3231","E2","AY2021-1","1-6, 8-14",1,"14:30","16:00","Y-ELMCL","F2F"
"YSS3231","E1","AY2021-1","1-6, 8-14",2,"16:00","17:30","ERC-ALR","F2F"
"YSS2216","E1","AY2021-1","1-6, 8-14",4,"9:00","10:30","Y-CR17","F2F"
"YSS4102","E1","AY2021-1","1-6, 8-14",5,"12:30","14:30",NA,"REMOTE"
"YSS4206C","E1","AY2021-1","1-6, 8-14",1,"13:00","16:00","Y-LT1","F2F"
"YSS2216","E1","AY2021-1","1-6, 8-14",1,"9:00","10:30","Y-CR17","F2F"
"YSS4102","E1","AY2021-1","1-6, 8-14",3,"12:30","14:30",NA,"REMOTE"
"YCC2121","L6","AY2021-1","1-6, 8-14",5,"10:30","12:00","Y-GLRm1","F2F"
"YCC2121","L13","AY2021-1","1-6, 8-14",3,"13:00","14:30","UTSRC- LT51","F2F"
"YCC2121","L13","AY2021-1","1-6, 8-14",5,"13:00","14:30","UTSRC- LT51","F2F"
"YCC2121","L6","AY2021-1","1-6, 8-14",3,"10:30","12:00","Y-GLRm1","F2F"
"YSC2234","E1","AY2021-1","1-6, 8-14",4,"9:00","10:30","Y-CR15","F2F"
"YSC3247","E1","AY2021-1","1-6, 8-14",4,"18:00","19:30","UTSRC- LT51","F2F"
"YSC3247","E1","AY2021-1","1-6, 8-14",1,"18:00","19:30","UTSRC- LT51","F2F"
"YSC2234","E1","AY2021-1","1-6, 8-14",1,"9:00","10:30","Y-CR15","F2F"
"YID3216","E1","AY2021-1","1-6, 8-14",2,"18:00","19:30","Y-CR3","F2F"
"YID3216","E1","AY2021-1","1-6, 8-14",5,"18:00","19:30","Y-CR3","F2F"
"YSS2202","E1","AY2021-1","1-6, 8-14",4,"19:30","21:00","Y-PerfHall","F2F"
"YSS2202","E1","AY2021-1","1-6, 8-14",1,"19:30","21:00","Y-PerfHall","F2F"
"YCC2121","L1","AY2021-1","1-6, 8-14",3,"10:30","12:00","UTSRC- LT51","F2F"
"YCC2121","L11","AY2021-1","1-6, 8-14",5,"18:00","19:30","Y-ELMCL","F2F"
"YCC2121","L11","AY2021-1","1-6, 8-14",3,"18:00","19:30","Y-ELMCL","F2F"
"YCC2121","L1","AY2021-1","1-6, 8-14",6,"10:30","12:00","Y-CR15","F2F"
"YSS4258","E1","AY2021-1","1-6, 8-14",3,"14:30","17:30","UTSRC-LT51","F2F"
"YCC2137","L14","AY2021-1","1-6, 8-14",1,"16:00","17:30","UTSRC- LT51","F2F"
"YSC2248","E1","AY2021-1","1-6, 8-14",4,"9:00","10:30","Y-CR14","F2F"
"YSC2248","E1","AY2021-1","1-6, 8-14",3,"14:30","17:30","Y-ChemLab","F2F"
"YCC2137","L14","AY2021-1","1-6, 8-14",4,"16:00","17:30","UTSRC- LT51","F2F"
"YSC2248","E1","AY2021-1","1-6, 8-14",1,"9:00","10:30","Y-CR14","F2F"
