"faculty_id","module_code","group_code","semester_code","teaching_mode"
"yncgsj","YCC1111","CC","AY2021-1","REMOTE"
"yncwmd","YCC1113","CC","AY2021-1","REMOTE"
"yncmm","YCC1121","CC","AY2021-1","REMOTE"
"ynctch","YCC2121","CC","AY2021-1","REMOTE"
"yncccym","YCC2137","CC","AY2021-1","REMOTE"
