"module_code","tag_label","semester_code"
"YCC1111","Common Curriculum (Lecture)","AY2021-1"
"YCC1113","Common Curriculum (Lecture)","AY2021-1"
"YCC1121","Common Curriculum (Lecture)","AY2021-1"
"YCC2121","Common Curriculum (Lecture)","AY2021-1"
"YCC2137","Common Curriculum (Lecture)","AY2021-1"
