"module_code","group_code","semester_code","week","date","start","end","location_code","area"
"YCC1121","L2","AY2021-1",13,2020-11-03,"10:30","12:00","UTSRC-LT53","UTown"
"YCC1121","L2","AY2021-1",14,2020-11-10,"10:30","12:00","UTSRC-LT53","UTown"
"YCC1121","L2","AY2021-1",1,2020-08-14,"10:30","12:00","UTSRC-LT53","UTown"
"YCC1121","L2","AY2021-1",2,2020-08-21,"10:30","12:00","UTSRC-LT53","UTown"
"YCC1121","L2","AY2021-1",3,2020-08-28,"10:30","12:00","UTSRC-LT53","UTown"
"YCC1121","L2","AY2021-1",4,2020-09-04,"10:30","12:00","UTSRC-LT53","UTown"
"YCC1121","L2","AY2021-1",5,2020-09-11,"10:30","12:00","UTSRC-LT53","UTown"
"YCC1121","L2","AY2021-1",6,2020-09-18,"10:30","12:00","UTSRC-LT53","UTown"
"YCC1121","L2","AY2021-1",8,2020-10-02,"10:30","12:00","UTSRC-LT53","UTown"
"YCC1121","L2","AY2021-1",9,2020-10-09,"10:30","12:00","UTSRC-LT53","UTown"
"YCC1121","L2","AY2021-1",10,2020-10-16,"10:30","12:00","UTSRC-LT53","UTown"
"YCC1121","L2","AY2021-1",11,2020-10-23,"10:30","12:00","UTSRC-LT53","UTown"
"YCC1121","L2","AY2021-1",12,2020-10-30,"10:30","12:00","UTSRC-LT53","UTown"
"YCC1121","L2","AY2021-1",13,2020-11-06,"10:30","12:00","UTSRC-LT53","UTown"
"YCC1121","L2","AY2021-1",14,2020-11-13,"10:30","12:00","UTSRC-LT53","UTown"
"YCC1121","L3","AY2021-1",1,2020-08-11,"18:00","19:30","Y-GLRm1","YNC"
"YCC1121","L3","AY2021-1",2,2020-08-18,"18:00","19:30","Y-GLRm1","YNC"
"YCC1121","L3","AY2021-1",3,2020-08-25,"18:00","19:30","Y-GLRm1","YNC"
"YCC1121","L3","AY2021-1",4,2020-09-01,"18:00","19:30","Y-GLRm1","YNC"
"YCC1121","L3","AY2021-1",5,2020-09-08,"18:00","19:30","Y-GLRm1","YNC"
"YCC1121","L3","AY2021-1",6,2020-09-15,"18:00","19:30","Y-GLRm1","YNC"
"YCC1121","L3","AY2021-1",8,2020-09-29,"18:00","19:30","Y-GLRm1","YNC"
"YCC1121","L3","AY2021-1",9,2020-10-06,"18:00","19:30","Y-GLRm1","YNC"
"YCC1121","L3","AY2021-1",10,2020-10-13,"18:00","19:30","Y-GLRm1","YNC"
"YCC1121","L3","AY2021-1",11,2020-10-20,"18:00","19:30","Y-GLRm1","YNC"
"YCC1121","L3","AY2021-1",12,2020-10-27,"18:00","19:30","Y-GLRm1","YNC"
"YCC1121","L3","AY2021-1",13,2020-11-03,"18:00","19:30","Y-GLRm1","YNC"
"YCC1121","L3","AY2021-1",14,2020-11-10,"18:00","19:30","Y-GLRm1","YNC"
"YCC1121","L3","AY2021-1",1,2020-08-14,"18:00","19:30","Y-GLRm1","YNC"
"YCC1121","L3","AY2021-1",2,2020-08-21,"18:00","19:30","Y-GLRm1","YNC"
"YCC1121","L3","AY2021-1",3,2020-08-28,"18:00","19:30","Y-GLRm1","YNC"
"YCC1121","L3","AY2021-1",4,2020-09-04,"18:00","19:30","Y-GLRm1","YNC"
"YCC1121","L3","AY2021-1",5,2020-09-11,"18:00","19:30","Y-GLRm1","YNC"
"YCC1121","L3","AY2021-1",6,2020-09-18,"18:00","19:30","Y-GLRm1","YNC"
"YCC1121","L3","AY2021-1",8,2020-10-02,"18:00","19:30","Y-GLRm1","YNC"
"YCC1121","L3","AY2021-1",9,2020-10-09,"18:00","19:30","Y-GLRm1","YNC"
"YCC1121","L3","AY2021-1",10,2020-10-16,"18:00","19:30","Y-GLRm1","YNC"
"YCC1121","L3","AY2021-1",11,2020-10-23,"18:00","19:30","Y-GLRm1","YNC"
"YCC1121","L3","AY2021-1",12,2020-10-30,"18:00","19:30","Y-GLRm1","YNC"
"YCC1121","L3","AY2021-1",13,2020-11-06,"18:00","19:30","Y-GLRm1","YNC"
"YCC1121","L3","AY2021-1",14,2020-11-13,"18:00","19:30","Y-GLRm1","YNC"
"YCC1121","L5","AY2021-1",1,2020-08-11,"18:00","19:30","UTERC-ALR","UTown"
"YCC1121","L5","AY2021-1",2,2020-08-18,"18:00","19:30","UTERC-ALR","UTown"
"YCC1121","L5","AY2021-1",3,2020-08-25,"18:00","19:30","UTERC-ALR","UTown"
"YCC1121","L5","AY2021-1",4,2020-09-01,"18:00","19:30","UTERC-ALR","UTown"
"YCC1121","L5","AY2021-1",5,2020-09-08,"18:00","19:30","UTERC-ALR","UTown"
"YCC1121","L5","AY2021-1",6,2020-09-15,"18:00","19:30","UTERC-ALR","UTown"
"YCC1121","L5","AY2021-1",8,2020-09-29,"18:00","19:30","UTERC-ALR","UTown"
"YCC1121","L5","AY2021-1",9,2020-10-06,"18:00","19:30","UTERC-ALR","UTown"
"YCC1121","L5","AY2021-1",10,2020-10-13,"18:00","19:30","UTERC-ALR","UTown"
"YCC1121","L5","AY2021-1",11,2020-10-20,"18:00","19:30","UTERC-ALR","UTown"
"YCC1121","L5","AY2021-1",12,2020-10-27,"18:00","19:30","UTERC-ALR","UTown"
"YCC1121","L5","AY2021-1",13,2020-11-03,"18:00","19:30","UTERC-ALR","UTown"
"YCC1121","L5","AY2021-1",14,2020-11-10,"18:00","19:30","UTERC-ALR","UTown"
"YCC1121","L5","AY2021-1",1,2020-08-14,"18:00","19:30","UTERC-ALR","UTown"
"YCC1121","L5","AY2021-1",2,2020-08-21,"18:00","19:30","UTERC-ALR","UTown"
"YCC1121","L5","AY2021-1",3,2020-08-28,"18:00","19:30","UTERC-ALR","UTown"
"YCC1121","L5","AY2021-1",4,2020-09-04,"18:00","19:30","UTERC-ALR","UTown"
"YCC1121","L5","AY2021-1",5,2020-09-11,"18:00","19:30","UTERC-ALR","UTown"
"YCC1121","L5","AY2021-1",6,2020-09-18,"18:00","19:30","UTERC-ALR","UTown"
"YCC1121","L5","AY2021-1",8,2020-10-02,"18:00","19:30","UTERC-ALR","UTown"
"YCC1121","L5","AY2021-1",9,2020-10-09,"18:00","19:30","UTERC-ALR","UTown"
"YCC1121","L5","AY2021-1",10,2020-10-16,"18:00","19:30","UTERC-ALR","UTown"
"YCC1121","L5","AY2021-1",11,2020-10-23,"18:00","19:30","UTERC-ALR","UTown"
"YCC1121","L5","AY2021-1",12,2020-10-30,"18:00","19:30","UTERC-ALR","UTown"
"YCC1121","L5","AY2021-1",13,2020-11-06,"18:00","19:30","UTERC-ALR","UTown"
"YCC1121","L5","AY2021-1",14,2020-11-13,"18:00","19:30","UTERC-ALR","UTown"
"YCC1121","L6","AY2021-1",1,2020-08-11,"10:30","12:00","Y-GLRm1","YNC"
"YCC1121","L6","AY2021-1",2,2020-08-18,"10:30","12:00","Y-GLRm1","YNC"
"YCC1121","L6","AY2021-1",3,2020-08-25,"10:30","12:00","Y-GLRm1","YNC"
"YCC1121","L6","AY2021-1",4,2020-09-01,"10:30","12:00","Y-GLRm1","YNC"
"YCC1121","L6","AY2021-1",5,2020-09-08,"10:30","12:00","Y-GLRm1","YNC"
"YCC1121","L6","AY2021-1",6,2020-09-15,"10:30","12:00","Y-GLRm1","YNC"
"YCC1121","L6","AY2021-1",8,2020-09-29,"10:30","12:00","Y-GLRm1","YNC"
"YCC1121","L6","AY2021-1",9,2020-10-06,"10:30","12:00","Y-GLRm1","YNC"
"YCC1121","L6","AY2021-1",10,2020-10-13,"10:30","12:00","Y-GLRm1","YNC"
"YCC1121","L6","AY2021-1",11,2020-10-20,"10:30","12:00","Y-GLRm1","YNC"
"YCC1121","L6","AY2021-1",12,2020-10-27,"10:30","12:00","Y-GLRm1","YNC"
"YCC1121","L6","AY2021-1",13,2020-11-03,"10:30","12:00","Y-GLRm1","YNC"
"YCC1121","L6","AY2021-1",14,2020-11-10,"10:30","12:00","Y-GLRm1","YNC"
"YCC1121","L6","AY2021-1",1,2020-08-15,"10:30","12:00","Y-GLRm1","YNC"
"YCC1121","L6","AY2021-1",2,2020-08-22,"10:30","12:00","Y-GLRm1","YNC"
"YCC1121","L6","AY2021-1",3,2020-08-29,"10:30","12:00","Y-GLRm1","YNC"
"YCC1121","L6","AY2021-1",4,2020-09-05,"10:30","12:00","Y-GLRm1","YNC"
"YCC1121","L6","AY2021-1",5,2020-09-12,"10:30","12:00","Y-GLRm1","YNC"
"YCC1121","L6","AY2021-1",6,2020-09-19,"10:30","12:00","Y-GLRm1","YNC"
"YCC1121","L6","AY2021-1",8,2020-10-03,"10:30","12:00","Y-GLRm1","YNC"
"YCC1121","L6","AY2021-1",9,2020-10-10,"10:30","12:00","Y-GLRm1","YNC"
"YCC1121","L6","AY2021-1",10,2020-10-17,"10:30","12:00","Y-GLRm1","YNC"
"YCC1121","L6","AY2021-1",11,2020-10-24,"10:30","12:00","Y-GLRm1","YNC"
"YCC1121","L6","AY2021-1",12,2020-10-31,"10:30","12:00","Y-GLRm1","YNC"
"YCC1121","L6","AY2021-1",13,2020-11-07,"10:30","12:00","Y-GLRm1","YNC"
"YCC1121","L6","AY2021-1",14,2020-11-14,"10:30","12:00","Y-GLRm1","YNC"
"YCC1121","L8","AY2021-1",1,2020-08-11,"16:00","17:30","Y-CR15","YNC"
"YCC1121","L8","AY2021-1",2,2020-08-18,"16:00","17:30","Y-CR15","YNC"
"YCC1121","L8","AY2021-1",3,2020-08-25,"16:00","17:30","Y-CR15","YNC"
"YCC1121","L8","AY2021-1",4,2020-09-01,"16:00","17:30","Y-CR15","YNC"
"YCC1121","L8","AY2021-1",5,2020-09-08,"16:00","17:30","Y-CR15","YNC"
"YCC1121","L8","AY2021-1",6,2020-09-15,"16:00","17:30","Y-CR15","YNC"
"YCC1121","L8","AY2021-1",8,2020-09-29,"16:00","17:30","Y-CR15","YNC"
"YCC1121","L8","AY2021-1",9,2020-10-06,"16:00","17:30","Y-CR15","YNC"
"YCC1121","L8","AY2021-1",10,2020-10-13,"16:00","17:30","Y-CR15","YNC"
"YCC1121","L8","AY2021-1",11,2020-10-20,"16:00","17:30","Y-CR15","YNC"
"YCC1121","L8","AY2021-1",12,2020-10-27,"16:00","17:30","Y-CR15","YNC"
"YCC1121","L8","AY2021-1",13,2020-11-03,"16:00","17:30","Y-CR15","YNC"
"YCC1121","L8","AY2021-1",14,2020-11-10,"16:00","17:30","Y-CR15","YNC"
"YCC1121","L8","AY2021-1",1,2020-08-14,"16:00","17:30","Y-CR15","YNC"
"YCC1121","L8","AY2021-1",2,2020-08-21,"16:00","17:30","Y-CR15","YNC"
"YCC1121","L8","AY2021-1",3,2020-08-28,"16:00","17:30","Y-CR15","YNC"
"YCC1121","L8","AY2021-1",4,2020-09-04,"16:00","17:30","Y-CR15","YNC"
"YCC1121","L8","AY2021-1",5,2020-09-11,"16:00","17:30","Y-CR15","YNC"
"YCC1121","L8","AY2021-1",6,2020-09-18,"16:00","17:30","Y-CR15","YNC"
"YCC1121","L8","AY2021-1",8,2020-10-02,"16:00","17:30","Y-CR15","YNC"
"YCC1121","L8","AY2021-1",9,2020-10-09,"16:00","17:30","Y-CR15","YNC"
"YCC1121","L8","AY2021-1",10,2020-10-16,"16:00","17:30","Y-CR15","YNC"
"YCC1121","L8","AY2021-1",11,2020-10-23,"16:00","17:30","Y-CR15","YNC"
"YCC1121","L8","AY2021-1",12,2020-10-30,"16:00","17:30","Y-CR15","YNC"
"YCC1121","L8","AY2021-1",13,2020-11-06,"16:00","17:30","Y-CR15","YNC"
"YCC1121","L8","AY2021-1",14,2020-11-13,"16:00","17:30","Y-CR15","YNC"
"YCC1121","L9","AY2021-1",1,2020-08-11,"16:00","17:30","Y-CR17","YNC"
"YCC1121","L9","AY2021-1",2,2020-08-18,"16:00","17:30","Y-CR17","YNC"
"YCC1121","L9","AY2021-1",3,2020-08-25,"16:00","17:30","Y-CR17","YNC"
"YCC1121","L9","AY2021-1",4,2020-09-01,"16:00","17:30","Y-CR17","YNC"
"YCC1121","L9","AY2021-1",5,2020-09-08,"16:00","17:30","Y-CR17","YNC"
"YCC1121","L9","AY2021-1",6,2020-09-15,"16:00","17:30","Y-CR17","YNC"
"YCC1121","L9","AY2021-1",8,2020-09-29,"16:00","17:30","Y-CR17","YNC"
"YCC1121","L9","AY2021-1",9,2020-10-06,"16:00","17:30","Y-CR17","YNC"
"YCC1121","L9","AY2021-1",10,2020-10-13,"16:00","17:30","Y-CR17","YNC"
"YCC1121","L9","AY2021-1",11,2020-10-20,"16:00","17:30","Y-CR17","YNC"
"YCC1121","L9","AY2021-1",12,2020-10-27,"16:00","17:30","Y-CR17","YNC"
"YCC1121","L9","AY2021-1",13,2020-11-03,"16:00","17:30","Y-CR17","YNC"
"YCC1121","L9","AY2021-1",14,2020-11-10,"16:00","17:30","Y-CR17","YNC"
"YCC1121","L9","AY2021-1",1,2020-08-14,"16:00","17:30","Y-CR17","YNC"
"YCC1121","L9","AY2021-1",2,2020-08-21,"16:00","17:30","Y-CR17","YNC"
"YCC1121","L9","AY2021-1",3,2020-08-28,"16:00","17:30","Y-CR17","YNC"
"YCC1121","L9","AY2021-1",4,2020-09-04,"16:00","17:30","Y-CR17","YNC"
"YCC1121","L9","AY2021-1",5,2020-09-11,"16:00","17:30","Y-CR17","YNC"
"YCC1121","L9","AY2021-1",6,2020-09-18,"16:00","17:30","Y-CR17","YNC"
"YCC1121","L9","AY2021-1",8,2020-10-02,"16:00","17:30","Y-CR17","YNC"
"YCC1121","L9","AY2021-1",9,2020-10-09,"16:00","17:30","Y-CR17","YNC"
"YCC1121","L9","AY2021-1",10,2020-10-16,"16:00","17:30","Y-CR17","YNC"
"YCC1121","L9","AY2021-1",11,2020-10-23,"16:00","17:30","Y-CR17","YNC"
"YCC1121","L9","AY2021-1",12,2020-10-30,"16:00","17:30","Y-CR17","YNC"
"YCC1121","L9","AY2021-1",13,2020-11-06,"16:00","17:30","Y-CR17","YNC"
"YCC1121","L9","AY2021-1",14,2020-11-13,"16:00","17:30","Y-CR17","YNC"
"YCC1121","L10","AY2021-1",1,2020-08-11,"16:00","17:30","Y-BlackBox","YNC"
"YCC1121","L10","AY2021-1",2,2020-08-18,"16:00","17:30","Y-BlackBox","YNC"
"YCC1121","L10","AY2021-1",3,2020-08-25,"16:00","17:30","Y-BlackBox","YNC"
"YCC1121","L10","AY2021-1",4,2020-09-01,"16:00","17:30","Y-BlackBox","YNC"
"YCC1121","L10","AY2021-1",5,2020-09-08,"16:00","17:30","Y-BlackBox","YNC"
"YCC1121","L10","AY2021-1",6,2020-09-15,"16:00","17:30","Y-BlackBox","YNC"
"YCC1121","L10","AY2021-1",8,2020-09-29,"16:00","17:30","Y-BlackBox","YNC"
"YCC1121","L10","AY2021-1",9,2020-10-06,"16:00","17:30","Y-BlackBox","YNC"
"YCC1121","L10","AY2021-1",10,2020-10-13,"16:00","17:30","Y-BlackBox","YNC"
"YCC1121","L10","AY2021-1",11,2020-10-20,"16:00","17:30","Y-BlackBox","YNC"
"YCC1121","L10","AY2021-1",12,2020-10-27,"16:00","17:30","Y-BlackBox","YNC"
"YCC1121","L10","AY2021-1",13,2020-11-03,"16:00","17:30","Y-BlackBox","YNC"
"YCC1121","L10","AY2021-1",14,2020-11-10,"16:00","17:30","Y-BlackBox","YNC"
"YCC1121","L10","AY2021-1",1,2020-08-14,"16:00","17:30","Y-BlackBox","YNC"
"YCC1121","L10","AY2021-1",2,2020-08-21,"16:00","17:30","Y-BlackBox","YNC"
"YCC1121","L10","AY2021-1",3,2020-08-28,"16:00","17:30","Y-BlackBox","YNC"
"YCC1121","L10","AY2021-1",4,2020-09-04,"16:00","17:30","Y-BlackBox","YNC"
"YCC1121","L10","AY2021-1",5,2020-09-11,"16:00","17:30","Y-BlackBox","YNC"
"YCC1121","L10","AY2021-1",6,2020-09-18,"16:00","17:30","Y-BlackBox","YNC"
"YCC1121","L10","AY2021-1",8,2020-10-02,"16:00","17:30","Y-BlackBox","YNC"
"YCC1121","L10","AY2021-1",9,2020-10-09,"16:00","17:30","Y-BlackBox","YNC"
"YCC1121","L10","AY2021-1",10,2020-10-16,"16:00","17:30","Y-BlackBox","YNC"
"YCC1121","L10","AY2021-1",11,2020-10-23,"16:00","17:30","Y-BlackBox","YNC"
"YCC1121","L10","AY2021-1",12,2020-10-30,"16:00","17:30","Y-BlackBox","YNC"
"YCC1121","L10","AY2021-1",13,2020-11-06,"16:00","17:30","Y-BlackBox","YNC"
"YCC1121","L10","AY2021-1",14,2020-11-13,"16:00","17:30","Y-BlackBox","YNC"
"YCC1121","L12","AY2021-1",1,2020-08-11,"19:30","21:00","UTERC-ALR","UTown"
"YCC1121","L12","AY2021-1",2,2020-08-18,"19:30","21:00","UTERC-ALR","UTown"
"YCC1121","L12","AY2021-1",3,2020-08-25,"19:30","21:00","UTERC-ALR","UTown"
"YCC1121","L12","AY2021-1",4,2020-09-01,"19:30","21:00","UTERC-ALR","UTown"
"YCC1121","L12","AY2021-1",5,2020-09-08,"19:30","21:00","UTERC-ALR","UTown"
"YCC1121","L12","AY2021-1",6,2020-09-15,"19:30","21:00","UTERC-ALR","UTown"
"YCC1121","L12","AY2021-1",8,2020-09-29,"19:30","21:00","UTERC-ALR","UTown"
"YCC1121","L12","AY2021-1",9,2020-10-06,"19:30","21:00","UTERC-ALR","UTown"
"YCC1121","L12","AY2021-1",10,2020-10-13,"19:30","21:00","UTERC-ALR","UTown"
"YCC1121","L12","AY2021-1",11,2020-10-20,"19:30","21:00","UTERC-ALR","UTown"
"YCC1121","L12","AY2021-1",12,2020-10-27,"19:30","21:00","UTERC-ALR","UTown"
"YCC1121","L12","AY2021-1",13,2020-11-03,"19:30","21:00","UTERC-ALR","UTown"
"YCC1121","L12","AY2021-1",14,2020-11-10,"19:30","21:00","UTERC-ALR","UTown"
"YCC1121","L12","AY2021-1",1,2020-08-14,"19:30","21:00","UTERC-ALR","UTown"
"YCC1121","L12","AY2021-1",2,2020-08-21,"19:30","21:00","UTERC-ALR","UTown"
"YCC1121","L12","AY2021-1",3,2020-08-28,"19:30","21:00","UTERC-ALR","UTown"
"YCC1121","L12","AY2021-1",4,2020-09-04,"19:30","21:00","UTERC-ALR","UTown"
"YCC1121","L12","AY2021-1",5,2020-09-11,"19:30","21:00","UTERC-ALR","UTown"
"YCC1121","L12","AY2021-1",6,2020-09-18,"19:30","21:00","UTERC-ALR","UTown"
"YCC1121","L12","AY2021-1",8,2020-10-02,"19:30","21:00","UTERC-ALR","UTown"
"YCC1121","L12","AY2021-1",9,2020-10-09,"19:30","21:00","UTERC-ALR","UTown"
"YCC1121","L12","AY2021-1",10,2020-10-16,"19:30","21:00","UTERC-ALR","UTown"
"YCC1121","L12","AY2021-1",11,2020-10-23,"19:30","21:00","UTERC-ALR","UTown"
"YCC1121","L12","AY2021-1",12,2020-10-30,"19:30","21:00","UTERC-ALR","UTown"
"YCC1121","L12","AY2021-1",13,2020-11-06,"19:30","21:00","UTERC-ALR","UTown"
"YCC1121","L12","AY2021-1",14,2020-11-13,"19:30","21:00","UTERC-ALR","UTown"
"YCC1121","L13","AY2021-1",1,2020-08-11,"16:00","17:30","UT-AUD03","UTown"
"YCC1121","L13","AY2021-1",2,2020-08-18,"16:00","17:30","UT-AUD03","UTown"
"YCC1121","L13","AY2021-1",3,2020-08-25,"16:00","17:30","UT-AUD03","UTown"
"YCC1121","L13","AY2021-1",4,2020-09-01,"16:00","17:30","UT-AUD03","UTown"
"YCC1121","L13","AY2021-1",5,2020-09-08,"16:00","17:30","UT-AUD03","UTown"
"YCC1121","L13","AY2021-1",6,2020-09-15,"16:00","17:30","UT-AUD03","UTown"
"YCC1121","L13","AY2021-1",8,2020-09-29,"16:00","17:30","UT-AUD03","UTown"
"YCC1121","L13","AY2021-1",9,2020-10-06,"16:00","17:30","UT-AUD03","UTown"
"YCC1121","L13","AY2021-1",10,2020-10-13,"16:00","17:30","UT-AUD03","UTown"
"YCC1121","L13","AY2021-1",11,2020-10-20,"16:00","17:30","UT-AUD03","UTown"
"YCC1121","L13","AY2021-1",12,2020-10-27,"16:00","17:30","UT-AUD03","UTown"
"YCC1121","L13","AY2021-1",13,2020-11-03,"16:00","17:30","UT-AUD03","UTown"
"YCC1121","L13","AY2021-1",14,2020-11-10,"16:00","17:30","UT-AUD03","UTown"
"YCC1121","L13","AY2021-1",1,2020-08-14,"16:00","17:30","UT-AUD03","UTown"
"YCC1121","L13","AY2021-1",2,2020-08-21,"16:00","17:30","UT-AUD03","UTown"
"YCC1121","L13","AY2021-1",3,2020-08-28,"16:00","17:30","UT-AUD03","UTown"
"YCC1121","L13","AY2021-1",4,2020-09-04,"16:00","17:30","UT-AUD03","UTown"
"YCC1121","L13","AY2021-1",5,2020-09-11,"16:00","17:30","UT-AUD03","UTown"
"YCC1121","L13","AY2021-1",6,2020-09-18,"16:00","17:30","UT-AUD03","UTown"
"YCC1121","L13","AY2021-1",8,2020-10-02,"16:00","17:30","UT-AUD03","UTown"
"YCC1121","L13","AY2021-1",9,2020-10-09,"16:00","17:30","UT-AUD03","UTown"
"YCC1121","L13","AY2021-1",10,2020-10-16,"16:00","17:30","UT-AUD03","UTown"
"YCC1121","L13","AY2021-1",11,2020-10-23,"16:00","17:30","UT-AUD03","UTown"
"YCC1121","L13","AY2021-1",12,2020-10-30,"16:00","17:30","UT-AUD03","UTown"
"YCC1121","L13","AY2021-1",13,2020-11-06,"16:00","17:30","UT-AUD03","UTown"
"YCC1121","L13","AY2021-1",14,2020-11-13,"16:00","17:30","UT-AUD03","UTown"
"YCC1122","L1","AY2021-1",1,2020-08-10,"12:30","14:30","Y-PerfHall","YNC"
"YCC1122","L1","AY2021-1",2,2020-08-17,"12:30","14:30","Y-PerfHall","YNC"
"YCC1122","L1","AY2021-1",3,2020-08-24,"12:30","14:30","Y-PerfHall","YNC"
"YCC1122","L1","AY2021-1",4,2020-08-31,"12:30","14:30","Y-PerfHall","YNC"
"YCC1122","L1","AY2021-1",5,2020-09-07,"12:30","14:30","Y-PerfHall","YNC"
"YCC1122","L1","AY2021-1",6,2020-09-14,"12:30","14:30","Y-PerfHall","YNC"
"YCC1122","L1","AY2021-1",8,2020-09-28,"12:30","14:30","Y-PerfHall","YNC"
"YCC1122","L1","AY2021-1",9,2020-10-05,"12:30","14:30","Y-PerfHall","YNC"
"YCC1122","L1","AY2021-1",10,2020-10-12,"12:30","14:30","Y-PerfHall","YNC"
"YCC1122","L1","AY2021-1",11,2020-10-19,"12:30","14:30","Y-PerfHall","YNC"
"YCC1122","L1","AY2021-1",12,2020-10-26,"12:30","14:30","Y-PerfHall","YNC"
"YCC1122","L1","AY2021-1",13,2020-11-02,"12:30","14:30","Y-PerfHall","YNC"
"YCC1122","L1","AY2021-1",14,2020-11-09,"12:30","14:30","Y-PerfHall","YNC"
"YCC1122","L1","AY2021-1",1,2020-08-13,"12:30","14:30","Y-PerfHall","YNC"
"YCC1122","L1","AY2021-1",2,2020-08-20,"12:30","14:30","Y-PerfHall","YNC"
"YCC1122","L1","AY2021-1",3,2020-08-27,"12:30","14:30","Y-PerfHall","YNC"
"YCC1122","L1","AY2021-1",4,2020-09-03,"12:30","14:30","Y-PerfHall","YNC"
"YCC1122","L1","AY2021-1",5,2020-09-10,"12:30","14:30","Y-PerfHall","YNC"
"YCC1122","L1","AY2021-1",6,2020-09-17,"12:30","14:30","Y-PerfHall","YNC"
"YCC1122","L1","AY2021-1",8,2020-10-01,"12:30","14:30","Y-PerfHall","YNC"
"YCC1122","L1","AY2021-1",9,2020-10-08,"12:30","14:30","Y-PerfHall","YNC"
"YCC1122","L1","AY2021-1",10,2020-10-15,"12:30","14:30","Y-PerfHall","YNC"
"YCC1122","L1","AY2021-1",11,2020-10-22,"12:30","14:30","Y-PerfHall","YNC"
"YCC1122","L1","AY2021-1",12,2020-10-29,"12:30","14:30","Y-PerfHall","YNC"
"YCC1122","L1","AY2021-1",13,2020-11-05,"12:30","14:30","Y-PerfHall","YNC"
"YCC1122","L1","AY2021-1",14,2020-11-12,"12:30","14:30","Y-PerfHall","YNC"
"YCC1122","L2","AY2021-1",1,2020-08-10,"12:30","14:30","Y-CR15","YNC"
"YCC1122","L2","AY2021-1",2,2020-08-17,"12:30","14:30","Y-CR15","YNC"
"YCC1122","L2","AY2021-1",3,2020-08-24,"12:30","14:30","Y-CR15","YNC"
"YCC1122","L2","AY2021-1",4,2020-08-31,"12:30","14:30","Y-CR15","YNC"
"YCC1122","L2","AY2021-1",5,2020-09-07,"12:30","14:30","Y-CR15","YNC"
"YCC1122","L2","AY2021-1",6,2020-09-14,"12:30","14:30","Y-CR15","YNC"
"YCC1122","L2","AY2021-1",8,2020-09-28,"12:30","14:30","Y-CR15","YNC"
"YCC1122","L2","AY2021-1",9,2020-10-05,"12:30","14:30","Y-CR15","YNC"
"YCC1122","L2","AY2021-1",10,2020-10-12,"12:30","14:30","Y-CR15","YNC"
"YCC1122","L2","AY2021-1",11,2020-10-19,"12:30","14:30","Y-CR15","YNC"
"YCC1122","L2","AY2021-1",12,2020-10-26,"12:30","14:30","Y-CR15","YNC"
"YCC1122","L2","AY2021-1",13,2020-11-02,"12:30","14:30","Y-CR15","YNC"
"YCC1122","L2","AY2021-1",14,2020-11-09,"12:30","14:30","Y-CR15","YNC"
"YCC1122","L2","AY2021-1",1,2020-08-13,"12:30","14:30","Y-CR15","YNC"
"YCC1122","L2","AY2021-1",2,2020-08-20,"12:30","14:30","Y-CR15","YNC"
"YCC1122","L2","AY2021-1",3,2020-08-27,"12:30","14:30","Y-CR15","YNC"
"YCC1122","L2","AY2021-1",4,2020-09-03,"12:30","14:30","Y-CR15","YNC"
"YCC1122","L2","AY2021-1",5,2020-09-10,"12:30","14:30","Y-CR15","YNC"
"YCC1122","L2","AY2021-1",6,2020-09-17,"12:30","14:30","Y-CR15","YNC"
"YCC1122","L2","AY2021-1",8,2020-10-01,"12:30","14:30","Y-CR15","YNC"
"YCC1122","L2","AY2021-1",9,2020-10-08,"12:30","14:30","Y-CR15","YNC"
"YCC1122","L2","AY2021-1",10,2020-10-15,"12:30","14:30","Y-CR15","YNC"
"YCC1122","L2","AY2021-1",11,2020-10-22,"12:30","14:30","Y-CR15","YNC"
"YCC1122","L2","AY2021-1",12,2020-10-29,"12:30","14:30","Y-CR15","YNC"
"YCC1122","L2","AY2021-1",13,2020-11-05,"12:30","14:30","Y-CR15","YNC"
"YCC1122","L2","AY2021-1",14,2020-11-12,"12:30","14:30","Y-CR15","YNC"
"YCC1122","L3","AY2021-1",1,2020-08-10,"12:30","14:30","Y-TCTLT","YNC"
"YCC1122","L3","AY2021-1",2,2020-08-17,"12:30","14:30","Y-TCTLT","YNC"
"YCC1122","L3","AY2021-1",3,2020-08-24,"12:30","14:30","Y-TCTLT","YNC"
"YCC1122","L3","AY2021-1",4,2020-08-31,"12:30","14:30","Y-TCTLT","YNC"
"YCC1122","L3","AY2021-1",5,2020-09-07,"12:30","14:30","Y-TCTLT","YNC"
"YCC1122","L3","AY2021-1",6,2020-09-14,"12:30","14:30","Y-TCTLT","YNC"
"YCC1122","L3","AY2021-1",8,2020-09-28,"12:30","14:30","Y-TCTLT","YNC"
"YCC1122","L3","AY2021-1",9,2020-10-05,"12:30","14:30","Y-TCTLT","YNC"
"YCC1122","L3","AY2021-1",10,2020-10-12,"12:30","14:30","Y-TCTLT","YNC"
"YCC1122","L3","AY2021-1",11,2020-10-19,"12:30","14:30","Y-TCTLT","YNC"
"YCC1122","L3","AY2021-1",12,2020-10-26,"12:30","14:30","Y-TCTLT","YNC"
"YCC1122","L3","AY2021-1",13,2020-11-02,"12:30","14:30","Y-TCTLT","YNC"
"YCC1122","L3","AY2021-1",14,2020-11-09,"12:30","14:30","Y-TCTLT","YNC"
