"module_code","group_code","semester_code","weeks","day","start","end","location_code","area"
"YCC2121","L7","AY2021-1","1-6, 8-14",5,"10:30","12:00","Y-LT1","YNC"
"YCC2121","L8","AY2021-1","1-6, 8-14",3,"13:00","14:30","Y-GLRm1","YNC"
"YCC2121","L8","AY2021-1","1-6, 8-14",5,"13:00","14:30","Y-GLRm1","YNC"
"YCC2121","L9","AY2021-1","1-6, 8-14",3,"18:00","19:30","Y-CompLab","YNC"
"YCC2121","L9","AY2021-1","1-6, 8-14",5,"18:00","19:30","Y-CompLab","YNC"
"YCC2121","L10","AY2021-1","1-6, 8-14",3,"13:00","14:30",NA,NA
"YCC2121","L10","AY2021-1","1-6, 8-14",5,"13:00","14:30",NA,NA
"YCC2121","L11","AY2021-1","1-6, 8-14",3,"18:00","19:30","Y-RC2SC","YNC"
"YCC2121","L11","AY2021-1","1-6, 8-14",5,"18:00","19:30","Y-RC2SC","YNC"
"YCC2121","L12","AY2021-1","1-6, 8-14",3,"13:00","14:30","Y-RC2SC","YNC"
"YCC2121","L12","AY2021-1","1-6, 8-14",5,"13:00","14:30","Y-RC2SC","YNC"
"YCC2121","L13","AY2021-1","1-6, 8-14",3,"13:00","14:30","UTSRC-LT51","UTown"
"YCC2121","L13","AY2021-1","1-6, 8-14",5,"13:00","14:30","UTSRC-LT51","UTown"
"YCC2137","L1","AY2021-1","1-6, 8-14",1,"13:00","14:30","Y-CompLab","YNC"
"YCC2137","L1","AY2021-1","1-6, 8-14",4,"13:00","14:30","Y-CompLab","YNC"
"YCC2137","L2","AY2021-1","1-6, 8-14",1,"13:00","14:30","UTERC-ALR","UTown"
"YCC2137","L2","AY2021-1","1-6, 8-14",4,"13:00","14:30","UTERC-ALR","UTown"
"YCC2137","L3","AY2021-1","1-6, 8-14",1,"18:00","19:30","Y-CR17","YNC"
"YCC2137","L3","AY2021-1","1-6, 8-14",4,"18:00","19:30","Y-CR17","YNC"
"YCC2137","L4","AY2021-1","1-6, 8-14",1,"19:30","21:00",NA,NA
"YCC2137","L4","AY2021-1","1-6, 8-14",4,"19:30","21:00",NA,NA
"YCC2137","L5","AY2021-1","1-6, 8-14",1,"13:00","14:30","UTTP-GLR","UTown"
"YCC2137","L5","AY2021-1","1-6, 8-14",4,"13:00","14:30","Y-LT1","YNC"
"YCC2137","L6","AY2021-1","1-6, 8-14",1,"18:00","19:30","UTERC-ALR","UTown"
"YCC2137","L6","AY2021-1","1-6, 8-14",4,"18:00","19:30","UTERC-ALR","UTown"
"YCC2137","L7","AY2021-1","1-6, 8-14",1,"13:00","14:30","UT-AUD03","UTown"
"YCC2137","L7","AY2021-1","1-6, 8-14",4,"13:00","14:30","UT-AUD03","UTown"
"YCC2137","L8","AY2021-1","1-6, 8-14",1,"16:00","17:30","Y-BlackBox","YNC"
"YCC2137","L8","AY2021-1","1-6, 8-14",4,"16:00","17:30","Y-BlackBox","YNC"
"YCC2137","L9","AY2021-1","1-6, 8-14",1,"16:00","17:30","UTERC-ALR","UTown"
"YCC2137","L9","AY2021-1","1-6, 8-14",4,"16:00","17:30","UTERC-ALR","UTown"
"YCC2137","L10","AY2021-1","1-6, 8-14",1,"19:30","21:00",NA,NA
"YCC2137","L10","AY2021-1","1-6, 8-14",4,"19:30","21:00",NA,NA
"YCC2137","L11","AY2021-1","1-6, 8-14",1,"18:00","19:30","Y-CR15","YNC"
"YCC2137","L11","AY2021-1","1-6, 8-14",4,"18:00","19:30","Y-CR15","YNC"
"YCC2137","L12","AY2021-1","1-6, 8-14",1,"16:00","17:30","UTSRC-GLR","UTown"
"YCC2137","L12","AY2021-1","1-6, 8-14",4,"16:00","17:30","UTSRC-LT53","UTown"
"YCC2137","L13","AY2021-1","1-6, 8-14",1,"19:30","21:00",NA,NA
"YCC2137","L13","AY2021-1","1-6, 8-14",4,"19:30","21:00",NA,NA
"YCC2137","L14","AY2021-1","1-6, 8-14",1,"16:00","17:30","UTSRC-LT51","UTown"
"YCC2137","L14","AY2021-1","1-6, 8-14",4,"16:00","17:30","UTSRC-LT51","UTown"
"YSS2223","E1","AY2021-1","1-6, 8-14",1,"9:00","10:30","Y-CR3","YNC"
"YSS2223","E1","AY2021-1","1-6, 8-14",4,"9:00","10:30","Y-CR3","YNC"
"YSS3202","E1","AY2021-1","1-6, 8-14",1,"14:30","16:00","Y-CompLab","YNC"
"YSS3202","E1","AY2021-1","1-6, 8-14",4,"14:30","16:00","Y-CompLab","YNC"
"YSS3277","E1","AY2021-1","1-6, 8-14",2,"14:30","16:00","Y-PgRm1","YNC"
"YSS3277","E1","AY2021-1","1-6, 8-14",5,"14:30","16:00","Y-PgRm1","YNC"
"YSS4103","E1","AY2021-1","1-6, 8-14",3,"12:30","15:30","Y-CR3","YNC"
"YSS4236","E1","AY2021-1","1-6, 8-14",3,"18:00","21:00","Y-CR15","YNC"
"YHU2202","E1","AY2021-1","1-6, 8-14",5,"9:00","12:00",NA,NA
"YHU2205","E1","AY2021-1","1-6, 8-14",1,"10:30","12:00","Y-PracRm6","YNC"
"YHU2205","E1","AY2021-1","1-6, 8-14",4,"10:30","12:00","Y-PracRm6","YNC"
"YHU2215","E1","AY2021-1","1-6, 8-14",4,"13:00","17:00","Y-ArtsStud","YNC"
"YHU2248","E1","AY2021-1","1-6, 8-14",4,"9:00","12:00",NA,NA
"YHU2292","E1","AY2021-1","1-6, 8-14",2,"18:00","21:00","Y-RC2SC","YNC"
"YHU2293","E1","AY2021-1","1-6, 8-14",5,"18:00","21:00","Y-CR16","YNC"
"YHU3216","E1","AY2021-1","1-6, 8-14",3,"9:00","12:00","UTERC-ALR","UTown"
"YHU3217","E1","AY2021-1","1-6, 8-14",1,"13:00","16:00","Y-CR3","YNC"
"YHU4104","E1","AY2021-1","1-6, 8-14",3,"13:00","15:00","UTTP-GLR","UTown"
"YHU4238","E1","AY2021-1","1-6, 8-14",2,"9:00","12:00","Y-CompLab","YNC"
"YSS3232","E1","AY2021-1","1-6, 8-14",5,"9:00","12:00","UT-AUD03","UTown"
"YSS4248","E1","AY2021-1","1-6, 8-14",4,"15:00","18:00","UTSRC-GLR","UTown"
"YSS1203","E1","AY2021-1","1-6, 8-14",2,"16:00","17:30","Y-CompLab","YNC"
"YSS1203","E1","AY2021-1","1-6, 8-14",5,"16:00","17:30","Y-CompLab","YNC"
"YSS2203","E1","AY2021-1","1-6, 8-14",2,"18:00","19:30","Y-LT1","YNC"
"YSS2203","E1","AY2021-1","1-6, 8-14",5,"18:00","19:30","Y-LT1","YNC"
"YSS2203","E2","AY2021-1","1-6, 8-14",2,"16:00","17:30","Y-LT1","YNC"
"YSS2203","E2","AY2021-1","1-6, 8-14",5,"16:00","17:30","Y-LT1","YNC"
"YSS2211","E1","AY2021-1","1-6, 8-14",1,"13:00","14:30","Y-KChanrai","YNC"
"YSS2211","E1","AY2021-1","1-6, 8-14",2,"13:00","14:00","Y-CompLab","YNC"
"YSS2211","E1","AY2021-1","1-6, 8-14",4,"13:00","14:30","Y-KChanrai","YNC"
"YSS2214","E1","AY2021-1","1-6, 8-14",2,"9:00","10:30","Y-BlackBox","YNC"
"YSS2214","E1","AY2021-1","1-6, 8-14",5,"9:00","10:30","Y-BlackBox","YNC"
"YSS2214","E1","AY2021-1","1-6, 8-14",2,"10:30","11:30","Y-BlackBox","YNC"
"YSS2214","E2","AY2021-1","1-6, 8-14",2,"9:00","10:30","Y-BlackBox","YNC"
"YSS2214","E2","AY2021-1","1-6, 8-14",5,"9:00","10:30","Y-BlackBox","YNC"
"YSS2214","E2","AY2021-1","1-6, 8-14",5,"10:30","11:30","Y-BlackBox","YNC"
"YSS2233","E1","AY2021-1","1-6, 8-14",2,"9:00","11:00","Y-TCTLT","YNC"
"YSS2233","E1","AY2021-1","1-6, 8-14",6,"9:00","11:00","Y-TCTLT","YNC"
"YSS2234","E1","AY2021-1","1-6, 8-14",1,"18:00","19:30","Y-LT1","YNC"
"YSS2234","E1","AY2021-1","1-6, 8-14",4,"18:00","19:30","Y-LT1","YNC"
"YSS2234","E2","AY2021-1","1-6, 8-14",1,"14:30","16:00","UTERC-NAK AUD","UTown"
"YSS2234","E2","AY2021-1","1-6, 8-14",4,"14:30","16:00","UTERC-NAK AUD","UTown"
"YSS3224","E1","AY2021-1","1-6, 8-14",2,"14:30","16:00",NA,NA
"YSS3224","E1","AY2021-1","1-6, 8-14",5,"14:30","16:00",NA,NA
"YSS3248","E1","AY2021-1","1-6, 8-14",4,"14:30","16:00","Y-PerfHall","YNC"
"YSS3248","E1","AY2021-1","1-6, 8-14",6,"14:30","16:00","Y-PerfHall","YNC"
"YSS4104","E1","AY2021-1","1-6, 8-14",3,"12:00","14:30","Y-TCTLT","YNC"
"YSS4258","E1","AY2021-1","1-6, 8-14",3,"14:30","17:30","UTSRC-LT51","UTown"
"YSS4259","E1","AY2021-1","1-6, 8-14",3,"9:00","12:00","Y-TCTLT","YNC"
"YSS4260","E1","AY2021-1","1-6, 8-14",4,"13:00","16:00","UTTP-GLR","UTown"
"YID1201","E1","AY2021-1","1-6, 8-14",6,"14:30","16:00","Y-TCTLT","YNC"
"YID1201","E1","AY2021-1","1-6, 8-14",4,"14:30","16:00","Y-TCTLT","YNC"
"YID2207","E1","AY2021-1","1-6, 8-14",4,"14:30","16:00","Y-LT1","YNC"
"YID2207","E1","AY2021-1","1-6, 8-14",6,"14:30","16:00","Y-LT1","YNC"
"YID2208","E1","AY2021-1","1-6, 8-14",1,"16:00","17:30","UT-AUD03","UTown"
"YID2208","E1","AY2021-1","1-6, 8-14",4,"16:00","17:30","UT-AUD03","UTown"
"YID3202G","E1","AY2021-1","1-6, 8-14",1,"9:00","10:30","Y-CR1","YNC"
"YID3202G","E1","AY2021-1","1-6, 8-14",4,"9:00","10:30","Y-CR1","YNC"
"YID3211","E1","AY2021-1","1-6, 8-14",1,"19:30","21:00","Y-GLRm1","YNC"
"YID3211","E1","AY2021-1","1-6, 8-14",4,"19:30","21:00","Y-GLRm1","YNC"
"YID3216","E1","AY2021-1","1-6, 8-14",2,"18:00","19:30","Y-CR3","YNC"
"YID3216","E1","AY2021-1","1-6, 8-14",5,"18:00","19:30","Y-CR3","YNC"
"YID3218","E1","AY2021-1","1-6, 8-14",2,"14:30","16:30","UTERC-NAK AUD","UTown"
"YID3218","E1","AY2021-1","1-6, 8-14",5,"14:30","16:30","UTERC-NAK AUD","UTown"
"YID3218","E2","AY2021-1","1-6, 8-14",2,"14:30","16:30","UTERC-NAK AUD","UTown"
"YID3218","E2","AY2021-1","1-6, 8-14",5,"14:30","16:30","UTERC-NAK AUD","UTown"
"YID3220","E1","AY2021-1","1-6, 8-14",1,"13:00","14:30","Y-CR1","YNC"
"YID3220","E1","AY2021-1","1-6, 8-14",4,"13:00","14:30","Y-CR1","YNC"
"YID3221","E1","AY2021-1","1-6, 8-14",3,"9:00","12:00","Y-PhysLab","YNC"
"YID4101","E1","AY2021-1","1-6, 8-14",3,"18:00","19:30","Y-CR17","YNC"
"YSS2242","E1","AY2021-1","1-6, 8-14",1,"9:00","10:30","Y-KChanrai","YNC"
"YSS2242","E1","AY2021-1","1-6, 8-14",4,"9:00","10:30","Y-KChanrai","YNC"
"YSS2242","E2","AY2021-1","1-6, 8-14",1,"9:00","10:30","Y-KChanrai","YNC"
"YSS2242","E2","AY2021-1","1-6, 8-14",4,"9:00","10:30","Y-KChanrai","YNC"
"YSS2202","E1","AY2021-1","1-6, 8-14",1,"19:30","21:00","Y-PerfHall","YNC"
"YSS2202","E1","AY2021-1","1-6, 8-14",4,"19:30","21:00","Y-PerfHall","YNC"
"YSS3201","E1","AY2021-1","1-6, 8-14",1,"9:00","11:00","Y-BlackBox","YNC"
"YSS3201","E1","AY2021-1","1-6, 8-14",4,"9:00","11:00","Y-BlackBox","YNC"
"YSS3254","E1","AY2021-1","1-6, 8-14",1,"16:00","17:30","Y-LT1","YNC"
"YSS3254","E1","AY2021-1","1-6, 8-14",4,"16:00","17:30","Y-LT1","YNC"
"YSS3255","E1","AY2021-1","1-6, 8-14",2,"14:30","16:00","Y-LT1","YNC"
"YSS3255","E1","AY2021-1","1-6, 8-14",5,"14:30","16:00","Y-LT1","YNC"
"YSS4101","E1","AY2021-1","1-6, 8-14",3,"12:30","15:30","Y-LT1","YNC"
"YSS4205","E1","AY2021-1","1-6, 8-14",4,"9:00","12:00","Y-CompLab","YNC"
"YSS4223","E1","AY2021-1","1-6, 8-14",3,"9:00","12:00","UTSRC-LT53","UTown"
"YHU3221","E1","AY2021-1","1-6, 8-14",1,"16:00","17:30","Y-RC2SC","YNC"
"YHU3221","E1","AY2021-1","1-6, 8-14",4,"16:00","17:30","Y-RC2SC","YNC"
"YHU3243","E1","AY2021-1","1-6, 8-14",3,"13:00","16:00","UTSRC-LT53","UTown"
"YHU3254","E1","AY2021-1","1-6, 8-14",5,"9:00","12:00","Y-CompLab","YNC"
"YHU3274","E1","AY2021-1","1-6, 8-14",1,"14:30","16:00","Y-CR16","YNC"
"YHU3274","E1","AY2021-1","1-6, 8-14",4,"14:30","16:00","Y-CR16","YNC"
"YHU3286","E1","AY2021-1","1-6, 8-14",3,"9:00","12:00","UT-AUD03","UTown"
"YHU3314","E1","AY2021-1","1-6, 8-14",2,"18:00","21:00",NA,NA
"YHU3317","E1","AY2021-1","1-6, 8-14",1,"10:30","12:00","Y-RC2SC","YNC"
"YHU3317","E1","AY2021-1","1-6, 8-14",4,"10:30","12:00","Y-RC2SC","YNC"
"YHU3330","E1","AY2021-1","1-6, 8-14",2,"19:30","21:00",NA,NA
"YHU3330","E1","AY2021-1","1-6, 8-14",5,"19:30","21:00",NA,NA
"YHU3334","E1","AY2021-1","1-6, 8-14",2,"10:30","12:00","Y-CR3","YNC"
"YHU3334","E1","AY2021-1","1-6, 8-14",5,"10:30","12:00","Y-CR3","YNC"
"YID3219","E1","AY2021-1","1-6, 8-14",2,"14:30","16:00","Y-RC2SC","YNC"
"YID3219","E1","AY2021-1","1-6, 8-14",5,"14:30","16:00","Y-RC2SC","YNC"
"YSC3247","E1","AY2021-1","1-6, 8-14",1,"18:00","19:30","UTSRC-LT51","UTown"
"YSC3247","E1","AY2021-1","1-6, 8-14",4,"18:00","19:30","UTSRC-LT51","UTown"
"YHU2290","E1","AY2021-1","1-6, 8-14",4,"14:30","16:00","Y-BlackBox","YNC"
"YHU2290","E1","AY2021-1","1-6, 8-14",6,"14:30","16:00","Y-BlackBox","YNC"
"YHU2307","E1","AY2021-1","1-6, 8-14",1,"19:30","21:00",NA,NA
"YHU2307","E1","AY2021-1","1-6, 8-14",4,"19:30","21:00",NA,NA
"YHU2314","E1","AY2021-1","1-6, 8-14",1,"13:00","14:30","Y-CR18","YNC"
"YHU2314","E1","AY2021-1","1-6, 8-14",4,"13:00","14:30","Y-CR18","YNC"
"YHU2318","E1","AY2021-1","1-6, 8-14",2,"10:30","12:00","Y-KChanrai","YNC"
"YHU2318","E1","AY2021-1","1-6, 8-14",5,"10:30","12:00","Y-KChanrai","YNC"
"YHU3268","E1","AY2021-1","1-6, 8-14",1,"13:00","14:30",NA,NA
"YHU3268","E1","AY2021-1","1-6, 8-14",4,"13:00","14:30",NA,NA
"YHU3276","E1","AY2021-1","1-6, 8-14",3,"10:30","12:00","Y-RC2SC","YNC"
"YHU3276","E1","AY2021-1","1-6, 8-14",5,"10:30","12:00","Y-RC2SC","YNC"
"YHU4101","E1","AY2021-1","1-6, 8-14",3,"12:30","15:30","Y-CR1","YNC"
"YHU4206","E1","AY2021-1","1-6, 8-14",4,"9:00","12:00","UTTP-GLR","UTown"
"YIL1201B","E1","AY2021-1","1-6, 8-14",2,"13:00","14:30","Y-GLRm2","YNC"
"YIL1201B","E1","AY2021-1","1-6, 8-14",3,"13:00","14:00","Y-GLRm2","YNC"
"YIL1201B","E1","AY2021-1","1-6, 8-14",5,"13:00","14:30","Y-GLRm2","YNC"
"YLC1202","E1","AY2021-1","1-6, 8-14",1,"12:00","13:00",NA,NA
"YLC1202","E1","AY2021-1","1-6, 8-14",2,"12:00","13:00",NA,NA
"YLC1202","E1","AY2021-1","1-6, 8-14",4,"12:00","13:00",NA,NA
"YLC1202","E1","AY2021-1","1-6, 8-14",5,"12:00","13:00",NA,NA
"YLC1202","E2","AY2021-1","1-6, 8-14",1,"13:00","14:00","Y-PgRm2","YNC"
"YLC1202","E2","AY2021-1","1-6, 8-14",2,"13:00","14:00","Y-PgRm2","YNC"
"YLC1202","E2","AY2021-1","1-6, 8-14",4,"13:00","14:00","Y-PgRm2","YNC"
"YLC1202","E2","AY2021-1","1-6, 8-14",5,"13:00","14:00","Y-PgRm2","YNC"
"YLC2202","E1","AY2021-1","1-6, 8-14",2,"10:30","12:00",NA,NA
"YLC2202","E1","AY2021-1","1-6, 8-14",4,"10:00","11:00",NA,NA
"YLC2202","E1","AY2021-1","1-6, 8-14",5,"10:30","12:00",NA,NA
"YLC3204","E1","AY2021-1","1-6, 8-14",1,"14:30","16:00","Y-CR1","YNC"
"YLC3204","E1","AY2021-1","1-6, 8-14",2,"14:30","15:30","Y-CR1","YNC"
"YLC3204","E1","AY2021-1","1-6, 8-14",4,"14:30","16:00","Y-CR1","YNC"
"YLC3206","E1","AY2021-1","1-6, 8-14",2,"14:30","16:30",NA,NA
"YLC3206","E1","AY2021-1","1-6, 8-14",5,"14:30","16:30",NA,NA
"YLG1201","E1","AY2021-1","1-6, 8-14",2,"14:30","16:00",NA,NA
"YLG1201","E1","AY2021-1","1-6, 8-14",3,"14:30","15:30",NA,NA
