"module_code","group_code","semester_code","weeks","day","start","end","location_code","teaching_mode"
"YLS1201","E1","AY2021-2","1-6, 8-14",4,"9:00","10:00","Y-PgRm1","F2F"
"YLS1201","E1","AY2021-2","1-6, 8-14",5,"9:00","10:30","Y-PgRm1","F2F"
"YLS2201","E1","AY2021-2","1-6, 8-14",2,"13:00","14:30","Y-GLRm2","F2F"
"YLS2201","E1","AY2021-2","1-6, 8-14",3,"10:00","11:00","Y-GLRm2","F2F"
"YLS2201","E1","AY2021-2","1-6, 8-14",4,"10:30","12:00","Y-GLRm2","F2F"
"YLS2202","E1","AY2021-2","1-6, 8-14",2,"14:30","16:00","Y-GLRm2","F2F"
"YLS2202","E1","AY2021-2","1-6, 8-14",3,"11:00","12:00","Y-GLRm2","F2F"
"YLS2202","E1","AY2021-2","1-6, 8-14",4,"9:00","10:30","Y-GLRm2","F2F"
"YLS3201","E1","AY2021-2","1-6, 8-14",3,"14:30","16:30","Y-CR7","F2F"
"YLS3201","E1","AY2021-2","1-6, 8-14",5,"14:30","16:30","Y-CR7","F2F"
"YSC2202","E1","AY2021-2","1-6, 8-14",1,"13:00","17:00","Y-E6","F2F"
"YSC2202","E1","AY2021-2","1-6, 8-14",4,"13:00","17:00","Y-E6","F2F"
"YSC2235","E1","AY2021-2","1-6, 8-14",3,"9:30","10:30","Y-KChanrai","F2F"
"YSC2235","E1","AY2021-2","1-6, 8-14",3,"12:00","17:30","Y-YESLab","F2F"
"YSC2250","E1","AY2021-2","1-6, 8-14",1,"13:00","15:00","Y-LifeSci","F2F"
"YSC2250","E1","AY2021-2","1-6, 8-14",4,"13:00","15:00","Y-LifeSci","F2F"
"YSC3214","E1","AY2021-2","1-6, 8-14",2,"16:00","17:30","Y-KChanrai","F2F"
"YSC3214","E1","AY2021-2","1-6, 8-14",3,"16:00","17:00","Y-KChanrai","F2F"
"YSC3214","E1","AY2021-2","1-6, 8-14",5,"16:00","17:30","Y-KChanrai","F2F"
"YSC3233","E1","AY2021-2","1-6, 8-14",2,"14:30","16:00","Y-PgRm1","F2F"
"YSC3233","E1","AY2021-2","1-6, 8-14",5,"14:30","16:00","Y-PgRm1","F2F"
"YSC3235","E1","AY2021-2","1-6, 8-14",2,"9:00","10:30","Y-ELMCL","F2F"
"YSC3235","E1","AY2021-2","1-6, 8-14",5,"9:00","10:30","Y-ELMCL","F2F"
"YSC3238","E1","AY2021-2","1-6, 8-14",2,"13:00","14:30","Y-CR16","F2F"
"YSC3238","E1","AY2021-2","1-6, 8-14",5,"13:00","14:30","Y-CR16","F2F"
"YSC3241","E1","AY2021-2","1-6, 8-14",1,"10:30","12:30","Y-CR3","F2F"
"YSC3241","E1","AY2021-2","1-6, 8-14",4,"10:30","12:30","Y-CR3","F2F"
"YSC3253","E1","AY2021-2","1-6, 8-14",2,"10:30","12:00","Y-CR16","F2F"
"YSC3253","E1","AY2021-2","1-6, 8-14",5,"10:30","12:00","Y-CR16","F2F"
"YSC4229","E1","AY2021-2","1-6, 8-14",2,"14:30","16:00","Y-KChanrai","F2F"
"YSC4229","E1","AY2021-2","1-6, 8-14",5,"14:30","16:00","Y-KChanrai","F2F"
"YHU2211","E1","AY2021-2","1-6, 8-14",1,"13:00","14:30","Y-KChanrai","F2F"
"YHU2211","E1","AY2021-2","1-6, 8-14",4,"13:00","14:30","Y-KChanrai","F2F"
"YHU2212","E1","AY2021-2","1-6, 8-14",2,"14:30","16:30","ERC-NAK","F2F"
"YHU2212","E1","AY2021-2","1-6, 8-14",5,"14:30","16:30","ERC-ALR","F2F"
"YHU2233","E1","AY2021-2","1-6, 8-14",2,"10:30","12:00","Y-PgRm1","F2F"
"YHU2233","E1","AY2021-2","1-6, 8-14",5,"10:30","12:00","Y-PgRm1","F2F"
"YHU2277","E1","AY2021-2","1-6, 8-14",1,"14:30","16:00","Y-ELMCL","F2F"
"YHU2277","E1","AY2021-2","1-6, 8-14",4,"14:30","16:00","Y-ELMCL","F2F"
"YHU3302","E1","AY2021-2","1-6, 8-14",2,"13:00","14:30","Y-CompLab","F2F"
"YHU3302","E1","AY2021-2","1-6, 8-14",5,"13:00","14:30","ERC-ALR","F2F"
"YHU3310","E1","AY2021-2","1-6, 8-14",3,"9:00","12:00","Y-CR15","F2F"
"YHU3338","E1","AY2021-2","1-6, 8-14",2,"16:00","17:30","SRC-GLR","F2F"
"YHU3338","E1","AY2021-2","1-6, 8-14",5,"16:00","17:30","SRC-LT53","F2F"
"YHU3345","E1","AY2021-2","1-6, 8-14",1,"18:00","19:30","Y-ELMCL","F2F"
"YHU3345","E1","AY2021-2","1-6, 8-14",4,"18:00","19:30","Y-ELMCL","F2F"
"YHU4236","E1","AY2021-2","1-6, 8-14",4,"9:00","12:00","Y-GLRm1","F2F"
"YHU4237","E1","AY2021-2","1-6, 8-14",2,"9:00","10:30","Y-CR15","F2F"
"YHU4237","E1","AY2021-2","1-6, 8-14",5,"9:00","10:30","Y-CR15","F2F"
"YHU4254","E1","AY2021-2","1-6, 8-14",2,"10:30","12:00","Y-PgRm2","F2F"
"YHU4254","E1","AY2021-2","1-6, 8-14",5,"10:30","12:00","Y-PgRm2","F2F"
"YSC1212","E1","AY2021-2","1-6, 8-14",6,"12:00","15:00","Y-TCTLT","F2F"
"YSC1212","E2","AY2021-2","1-6, 8-14",6,"16:00","19:00","Y-TCTLT","F2F"
"YSC1216","E1","AY2021-2","1-6, 8-14",1,"12:30","14:30","Y-Blackbox","F2F"
"YSC1216","E1","AY2021-2","1-6, 8-14",4,"12:30","14:30","Y-Blackbox","F2F"
"YSC1216","E2","AY2021-2","1-6, 8-14",1,"16:00","18:00","Y-TCTLT","F2F"
"YSC1216","E2","AY2021-2","1-6, 8-14",4,"16:00","18:00","Y-TCTLT","F2F"
"YSC2209","E1","AY2021-2","1-6, 8-14",1,"14:30","16:30","CAPT-AUD03","F2F"
"YSC2209","E1","AY2021-2","1-6, 8-14",4,"14:30","16:30","SRC-LT52","F2F"
"YSC2209","E2","AY2021-2","1-6, 8-14",2,"18:00","20:00","ERC-ALR","F2F"
"YSC2209","E2","AY2021-2","1-6, 8-14",5,"18:00","20:00","ERC-ALR","F2F"
"YSC2210","E1","AY2021-2","1-6, 8-14",2,"10:30","12:30","Y-LT1","F2F"
"YSC2210","E1","AY2021-2","1-6, 8-14",5,"10:30","12:30","Y-LT1","F2F"
"YSC2210","E2","AY2021-2","1-6, 8-14",2,"16:00","18:00","TP-GLR","F2F"
"YSC2210","E2","AY2021-2","1-6, 8-14",5,"16:00","18:00","SRC-LT52","F2F"
"YSC2229","E1","AY2021-2","1-6, 8-14",5,"14:30","17:30","ERC-SR10","F2F"
"YSC2229","E2","AY2021-2","1-6, 8-14",4,"18:00","21:00","ERC-ALR","F2F"
"YSC2232","E1","AY2021-2","1-6, 8-14",1,"13:00","14:30","Y-TCTLT","F2F"
"YSC2232","E1","AY2021-2","1-6, 8-14",3,"13:00","14:00","Y-TCTLT","F2F"
"YSC2232","E1","AY2021-2","1-6, 8-14",4,"13:00","14:30","Y-TCTLT","F2F"
"YSC2239","E1","AY2021-2","1-6, 8-14",1,"13:00","14:30","Y-PerfHall","F2F"
"YSC2239","E1","AY2021-2","1-6, 8-14",4,"13:00","14:30","Y-PerfHall","F2F"
"YSC2239","E2","AY2021-2","1-6, 8-14",1,"16:00","17:30","Y-PerfHall","F2F"
"YSC2239","E2","AY2021-2","1-6, 8-14",4,"16:00","17:30","Y-PerfHall","F2F"
"YSC2244","E1","AY2021-2","1-6, 8-14",2,"13:00","16:00",NA,"REMOTE"
"YSC2254","E1","AY2021-2","1-6, 8-14",1,"11:00","12:30","Y-TCTLT","F2F"
"YSC2254","E1","AY2021-2","1-6, 8-14",4,"11:00","12:30","Y-TCTLT","F2F"
"YSC3217","E1","AY2021-2","1-6, 8-14",2,"16:00","17:30",NA,"REMOTE"
"YSC3217","E1","AY2021-2","1-6, 8-14",5,"16:00","17:30",NA,"REMOTE"
"YSC3249","E1","AY2021-2","1-6, 8-14",2,"13:00","14:30","Y-TCTLT","F2F"
"YSC3249","E1","AY2021-2","1-6, 8-14",5,"13:00","14:30","Y-TCTLT","F2F"
"YSC3252","E1","AY2021-2","1-6, 8-14",1,"10:30","12:00","SRC-LT51","F2F"
"YSC3252","E1","AY2021-2","1-6, 8-14",4,"10:30","12:00","SRC-LT52","F2F"
"YSC4225","E1","AY2021-2","1-6, 8-14",1,"10:30","12:00","SRC-LT51","F2F"
"YSC4225","E1","AY2021-2","1-6, 8-14",4,"10:30","12:00","SRC-LT52","F2F"
"YSC4103","E1","AY2021-2","1-6, 8-14",3,"13:00","14:00","Y-PerfHall","F2F"
"YSC4220","E1","AY2021-2","1-6, 8-14",1,"16:00","18:00","Y-PgRm2","F2F"
"YSC4220","E1","AY2021-2","1-6, 8-14",4,"16:00","18:00","Y-PgRm2","F2F"
"YSC4224","E1","AY2021-2","1-6, 8-14",2,"18:00","20:00","Y-PerfHall","F2F"
"YSC4224","E1","AY2021-2","1-6, 8-14",5,"18:00","19:00","Y-PerfHall","F2F"
"YSC4228","E1","AY2021-2","1-6, 8-14",4,"18:00","20:00","Y-TCTLT","F2F"
"YHU2279","E1","AY2021-2","1-6, 8-14",1,"10:30","12:00","Y-PerfHall","F2F"
"YHU2279","E1","AY2021-2","1-6, 8-14",4,"10:30","12:00","Y-PerfHall","F2F"
"YHU2315","E1","AY2021-2","1-6, 8-14",1,"9:00","10:30",NA,"REMOTE"
"YHU2315","E1","AY2021-2","1-6, 8-14",4,"9:00","10:30",NA,"REMOTE"
"YHU2321","E1","AY2021-2","1-6, 8-14",2,"14:30","16:00","CAPT-AUD03","F2F"
"YHU2321","E1","AY2021-2","1-6, 8-14",5,"14:30","16:00","ERC-SR9","F2F"
"YHU3214","E1","AY2021-2","1-6, 8-14",2,"9:00","10:30","Y-GLRm1","F2F"
"YHU3214","E1","AY2021-2","1-6, 8-14",5,"9:00","10:30","Y-GLRm1","F2F"
"YHU4220","E1","AY2021-2","1-6, 8-14",1,"13:00","14:30","ERC-SR10","F2F"
"YHU4220","E1","AY2021-2","1-6, 8-14",4,"13:00","14:30","ERC-SR10","F2F"
"YHU4256","E1","AY2021-2","1-6, 8-14",1,"18:00","19:30","Y-PgRm2","F2F"
"YHU4256","E1","AY2021-2","1-6, 8-14",4,"18:00","19:30","Y-PgRm2","F2F"
"YSC1207","E1","AY2021-2","1-6, 8-14",1,"14:30","16:00","Y-CR17","F2F"
"YSC1207","E1","AY2021-2","1-6, 8-14",2,"14:30","17:30","Y-ChemLab","F2F"
"YSC1207","E1","AY2021-2","1-6, 8-14",4,"14:30","16:00","Y-CR17","F2F"
"YSC2203","E1","AY2021-2","1-6, 8-14",2,"10:30","12:00","Y-CR3","F2F"
"YSC2203","E1","AY2021-2","1-6, 8-14",5,"9:30","10:30","Y-CR3","F2F"
"YSC2203","E1","AY2021-2","1-6, 8-14",5,"10:30","12:00","Y-CR3","F2F"
"YSC2205","E1","AY2021-2","1-6, 8-14",1,"18:00","19:30","ERC-SR9","F2F"
"YSC2205","E1","AY2021-2","1-6, 8-14",4,"18:00","19:30","ERC-SR9","F2F"
"YSC2222","E1","AY2021-2","1-6, 8-14",4,"13:00","17:00","Y-ChemLab","F2F"
"YSC2224","E1","AY2021-2","1-6, 8-14",2,"16:00","17:30","Y-CR3","F2F"
"YSC2224","E1","AY2021-2","1-6, 8-14",5,"16:00","17:30","Y-CR3","F2F"
"YSC2246","E1","AY2021-2","1-6, 8-14",1,"16:00","17:30","Y-PgRm1","F2F"
"YSC2246","E1","AY2021-2","1-6, 8-14",3,"13:00","16:00","Y-PhysLab","F2F"
"YSC2246","E1","AY2021-2","1-6, 8-14",4,"16:00","17:30","Y-PgRm1","F2F"
"YSC3213","E1","AY2021-2","1-6, 8-14",2,"9:00","12:00","Y-PhysLab","F2F"
"YSC3213","E1","AY2021-2","1-6, 8-14",5,"9:00","12:00","Y-PhysLab","F2F"
"YSC3224","E1","AY2021-2","1-6, 8-14",3,"10:30","12:00","Y-CR16","F2F"
"YSC3224","E1","AY2021-2","1-6, 8-14",5,"14:30","16:00","Y-CR16","F2F"
"YSC3259","E1","AY2021-2","1-6, 8-14",1,"10:30","12:00","Y-ELMCL","F2F"
"YSC3259","E1","AY2021-2","1-6, 8-14",3,"10:30","12:00","Y-YESLab","F2F"
"YSC3259","E1","AY2021-2","1-6, 8-14",4,"10:30","12:00","Y-ELMCL","F2F"
"YSC4207","E1","AY2021-2","1-6, 8-14",2,"12:30","14:00","Y-KChanrai","F2F"
"YSC4207","E1","AY2021-2","1-6, 8-14",5,"13:00","14:30","Y-KChanrai","F2F"
"YSC4209","E1","AY2021-2","1-6, 8-14",3,"13:00","14:30","Y-PgRm2","F2F"
"YSC1219","E1","AY2021-2","1-6, 8-14",3,"9:00","11:00","Y-LT1","F2F"
"YSC1220","E1","AY2021-2","1-6, 8-14",5,"16:00","17:30","Y-PgRm2","F2F"
"YSC2251","E1","AY2021-2","1-6, 8-14",1,"9:00","12:00","Y-CompLab","F2F"
"YSS1206","E1","AY2021-2","1-6, 8-14",1,"14:30","16:00","Y-LT1","F2F"
"YSS1206","E1","AY2021-2","1-6, 8-14",4,"14:30","16:00","Y-LT1","F2F"
"YSS2208","E1","AY2021-2","1-6, 8-14",2,"14:30","16:00",NA,"REMOTE"
"YSS2208","E1","AY2021-2","1-6, 8-14",5,"14:30","16:00",NA,"REMOTE"
"YSS2239","E1","AY2021-2","1-6, 8-14",1,"16:00","17:30","Y-ELMCL","F2F"
"YSS2239","E1","AY2021-2","1-6, 8-14",4,"16:00","17:30","Y-ELMCL","F2F"
"YSS2243","E1","AY2021-2","1-6, 8-14",2,"16:00","17:30","Y-CompLab","F2F"
"YSS2243","E1","AY2021-2","1-6, 8-14",5,"16:00","17:30","Y-CompLab","F2F"
"YSS3263","E1","AY2021-2","1-6, 8-14",2,"10:30","12:00",NA,"REMOTE"
"YSS3263","E1","AY2021-2","1-6, 8-14",5,"10:30","12:00",NA,"REMOTE"
"YSS3302","E1","AY2021-2","1-6, 8-14",1,"10:30","12:00","Y-LT1","F2F"
"YSS3302","E1","AY2021-2","1-6, 8-14",4,"10:30","12:00","Y-LT1","F2F"
"YSS3305","E1","AY2021-2","1-6, 8-14",2,"9:00","10:30","Y-CR17","F2F"
"YSS3305","E1","AY2021-2","1-6, 8-14",5,"9:00","10:30","Y-CR17","F2F"
"YSS3310","E1","AY2021-2","1-6, 8-14",2,"13:00","14:30","Y-PgRm1","F2F"
"YSS3310","E1","AY2021-2","1-6, 8-14",5,"13:00","14:30","Y-PgRm1","F2F"
"YSS3314","E1","AY2021-2","1-6, 8-14",2,"18:00","19:30","ERC-SR10","F2F"
"YSS3314","E1","AY2021-2","1-6, 8-14",5,"18:00","19:30","ERC-SR10","F2F"
"YSS4224","E1","AY2021-2","1-6, 8-14",4,"18:00","21:00","Y-PerfHall","F2F"
"YSS2201","E1","AY2021-2","1-6, 8-14",2,"10:30","12:30","Y-Blackbox","F2F"
"YSS2201","E1","AY2021-2","1-6, 8-14",3,"10:30","12:30","Y-ELMCL","F2F"
"YSS2201","E2","AY2021-2","1-6, 8-14",2,"13:00","15:00","TP-GLR","F2F"
"YSS2201","E2","AY2021-2","1-6, 8-14",3,"13:00","15:00","Y-ELMCL","F2F"
"YSS2216","E1","AY2021-2","1-6, 8-14",1,"14:30","16:00","Y-TCTLT","F2F"
"YSS2216","E1","AY2021-2","1-6, 8-14",4,"14:30","16:00","Y-TCTLT","F2F"
"YSS3215","E1","AY2021-2","1-6, 8-14",1,"9:00","10:30","Y-ELMCL","F2F"
"YSS3215","E1","AY2021-2","1-6, 8-14",3,"9:00","10:00","Y-ELMCL","F2F"
"YSS3215","E1","AY2021-2","1-6, 8-14",4,"9:00","10:30","Y-ELMCL","F2F"
"YSS3278","E1","AY2021-2","1-6, 8-14",2,"16:00","17:30","SRC-LT52","F2F"
"YSS3278","E1","AY2021-2","1-6, 8-14",4,"16:00","17:30","SRC-AUD02","F2F"
"YSS3279","E1","AY2021-2","1-6, 8-14",3,"12:00","15:00","TP-AUD01","F2F"
"YSS3317","E1","AY2021-2","1-6, 8-14",1,"13:00","14:30","ERC-ALR","F2F"
"YSS3317","E1","AY2021-2","1-6, 8-14",4,"13:00","14:30","ERC-ALR","F2F"
"YSS4102","E1","AY2021-2","1-6, 8-14",3,"16:00","18:00","ERC-SR9","F2F"
"YSS4102","E1","AY2021-2","1-6, 8-14",5,"16:00","18:00","ERC-SR9","F2F"
"YSS4263","E1","AY2021-2","1-6, 8-14",1,"19:00","20:30","ERC-SR10","F2F"
"YSS4263","E1","AY2021-2","1-6, 8-14",4,"19:00","20:30","ERC-SR10","F2F"
"YSS4264","E1","AY2021-2","1-6, 8-14",3,"9:00","12:00","Y-PgRm1","F2F"
"YSS3231","E1","AY2021-2","1-6, 8-14",1,"10:30","11:30","Y-Blackbox","F2F"
"YSS3231","E1","AY2021-2","1-6, 8-14",1,"16:00","18:00","Y-Blackbox","F2F"
"YSS3231","E2","AY2021-2","1-6, 8-14",1,"10:30","11:30","Y-Blackbox","F2F"
"YSS3231","E2","AY2021-2","1-6, 8-14",4,"16:00","18:00","Y-Blackbox","F2F"
"YSS2220","E1A","AY2021-2","1-6, 8-14",3,"9:00","10:30","Y-Blackbox","F2F"
"YSS2220","E1A","AY2021-2","1-6, 8-14",5,"9:00","10:30","SRC-GLR","F2F"
"YSS2220","E1B","AY2021-2","1-6, 8-14",3,"9:00","10:30","Y-Blackbox","F2F"
"YSS2220","E1B","AY2021-2","1-6, 8-14",5,"9:00","10:30","SRC-GLR","F2F"
"YSS3222","E1","AY2021-2","1-6, 8-14",2,"14:30","17:30","Y-PerfHall","F2F"
"YSS3235","E1","AY2021-2","1-6, 8-14",3,"9:00","12:00","Y-GLRm1","F2F"
"YSS3273","E1","AY2021-2","1-6, 8-14",5,"13:00","16:00","Y-CompLab","F2F"
"YSS3274","E1","AY2021-2","1-6, 8-14",3,"14:30","17:30","Y-CR15","F2F"
"YSS3284","E1","AY2021-2","1-6, 8-14",1,"13:00","14:30","Y-CR15","F2F"
"YSS3284","E1","AY2021-2","1-6, 8-14",4,"13:00","14:30","Y-CR15","F2F"
"YSS4247","E1","AY2021-2","1-6, 8-14",2,"9:00","10:30","Y-Blackbox","F2F"
"YSS4247","E1","AY2021-2","1-6, 8-14",4,"9:00","10:30","Y-CR17","F2F"
